# Valid categories: Solar PCU - Sine Wave | Solar PCU - MPPT | Grid Tie Inverter - 1 Phase | Grid Tie Inverter - 3 Phase | Hybrid Inverter | Home UPS / Inverter | Solar Battery - Lead Acid | Solar Battery - Lithium | Home Battery - Lead Acid | Rack / Wall Battery | Solar Panel / PV Module | Solar Charge Controller | GTI Accessory | Inverter Accessory | Solar BOS Kit | Solar Combo / SPGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,sku,brand,category,type,description,distributorPrice,logisticsCost,unitPrice,targetMarginPct,gstRate,hsnCode,mrp,minMarginPct,minStockLevel,unit,packSize,warrantyPeriod,lifecycleStatus,priceListVersion,productFamily,modelSeries,almm,dcrCompliant,applicableRegions,gridType,customerTierPrice,specs,supplierSku
Eastman Grid Tie Inverter 20KW 3Ph,EAS-GTI-3P-20KW,Eastman,Grid Tie Inverter - 3 Phase,goods,Three phase on-grid solar inverter 20KW,55010,,56660.3,18,5,85044090,,10,1,pcs,1,10 Years,active,Apr-26-v1,Eastman Grid Tie 3 Phase,ES20KWT-GT-3P:2M,,,,on Grid,,"{""capacity_kw"": 20, ""phase"": ""3P""}",
Eastman Grid Tie Inverter 30KW 3Ph,EAS-GTI-3P-30KW,Eastman,Grid Tie Inverter - 3 Phase,goods,Three phase on-grid solar inverter 30KW,91830,,94584.9,18,5,85044090,,10,1,pcs,1,10 Years,active,Apr-26-v1,Eastman Grid Tie 3 Phase,ES30KWT-GT-3P:2M,,,,on Grid,,"{""capacity_kw"": 30, ""phase"": ""3P""}",
Eastman Grid Tie Inverter 50KW 3Ph,EAS-GTI-3P-50KW,Eastman,Grid Tie Inverter - 3 Phase,goods,Three phase on-grid solar inverter 50KW,130260,,134167.8,18,5,85044090,,10,1,pcs,1,10 Years,active,Apr-26-v1,Eastman Grid Tie 3 Phase,EGT-50K-3P4M,,,,on Grid,,"{""capacity_kw"": 50, ""phase"": ""3P""}",
Eastman Grid Tie Inverter 60KW 3Ph,EAS-GTI-3P-60KW,Eastman,Grid Tie Inverter - 3 Phase,goods,Three phase on-grid solar inverter 60KW,136930,,141037.9,18,5,85044090,,10,1,pcs,1,10 Years,active,Apr-26-v1,Eastman Grid Tie 3 Phase,EGT-60K-3P4M,,,,on Grid,,"{""capacity_kw"": 60, ""phase"": ""3P""}",
Eastman Grid Tie Inverter 110KW 3Ph,EAS-GTI-3P-110KW,Eastman,Grid Tie Inverter - 3 Phase,goods,Three phase on-grid solar inverter 110KW,223320,,230019.6,18,5,85044090,,10,1,pcs,1,10 Years,active,Apr-26-v1,Eastman Grid Tie 3 Phase,EGT-110K-3P4M,,,,on Grid,,"{""capacity_kw"": 110, ""phase"": ""3P""}",
Eastman GTI Accessory Single Phase CT 100A,EAS-GTI-ACC-CT100A,Eastman,GTI Accessory,goods,Single Phase CT 100A,620,,638.6,30,18,9030,,15,10,pcs,1,1 Year,active,Apr-26-v1,Eastman GTI Accessories,Single Phase CT 100A,,,,on Grid,,{},
Eastman GTI Accessory Three Phase Meter 150A with CT,EAS-GTI-ACC-3PM150A,Eastman,GTI Accessory,goods,Three Phase Meter 150A with CT,9050,,9321.5,30,18,90281090,,15,10,pcs,1,1 Year,active,Apr-26-v1,Eastman GTI Accessories,Three Phase Meter 150A with CT,,,,on Grid,,{},
Eastman GTI Accessory GPS Dongle without SIM Recharge,EAS-GTI-ACC-GPSDGL,Eastman,GTI Accessory,goods,GPS Dongle without SIM Recharge,1074,,1106.22,30,18,85269190,,15,10,pcs,1,1 Year,active,Apr-26-v1,Eastman GTI Accessories,GPS Dongle without SIM recharge,,,,on grid,,{},
Eastman Solar Battery EM150SB 150Ah,EAS-BAT-EM150SB,Eastman,Solar Battery - Lead Acid,goods,Eastman 150Ah solar variant lead acid tubular battery,11070,,11402.1,20,5,85072000,,12,3,pcs,1,60+60 Months,active,Apr-26-v1,Eastman Solar Battery,EM150SB,,,,off grid,,"{""capacity_ah"": 150, ""voltage_v"": 12, ""chemistry"": ""Lead Acid Tubular"", ""variant"": ""Solar""}",
Eastman Solar Battery EM200SB 200Ah,EAS-BAT-EM200SB,Eastman,Solar Battery - Lead Acid,goods,Eastman 200Ah solar variant lead acid tubular battery,13470,,13874.1,20,5,85072000,,12,3,pcs,1,60+60 Months,active,Apr-26-v1,Eastman Solar Battery,EM200SB,,,,off grid,,"{""capacity_ah"": 200, ""voltage_v"": 12, ""chemistry"": ""Lead Acid Tubular"", ""variant"": ""Solar""}",
Eastman Solar Battery EM260SB 260Ah,EAS-BAT-EM260SB,Eastman,Solar Battery - Lead Acid,goods,Eastman 260Ah solar variant lead acid tubular battery,18090,,18632.7,20,5,85072000,,12,3,pcs,1,60+60 Months,active,Apr-26-v1,Eastman Solar Battery,EM260SB,,,,off grid,,"{""capacity_ah"": 260, ""voltage_v"": 12, ""chemistry"": ""Lead Acid Tubular"", ""variant"": ""Solar""}",
Eastman Solar Smart Battery EM16500SSR 150Ah,EAS-BAT-EM16500SSR,Eastman,Solar Battery - Lead Acid,goods,Eastman 150Ah solar smart lead acid battery,9010,,9280.3,20,5,85072000,,12,3,pcs,1,36+36 Months,active,Apr-26-v1,Eastman Solar Smart Battery,EM16500SSR,,,,off grid,,"{""capacity_ah"": 150, ""voltage_v"": 12, ""chemistry"": ""Lead Acid"", ""variant"": ""Solar Smart""}",
Eastman Solar Smart Battery EM22500SSR 200Ah,EAS-BAT-EM22500SSR,Eastman,Solar Battery - Lead Acid,goods,Eastman 200Ah solar smart lead acid battery,11320,,11659.6,20,5,85072000,,12,3,pcs,1,36+36 Months,active,Apr-26-v1,Eastman Solar Smart Battery,EM22500SSR,,,,off grid,,"{""capacity_ah"": 200, ""voltage_v"": 12, ""chemistry"": ""Lead Acid"", ""variant"": ""Solar Smart""}",
Eastman Wall Mounted Lithium Battery ES25.6-100LP 25.6V 100Ah,EAS-BAT-ES256-100LP,Eastman,Rack / Wall Battery,goods,Eastman lithium wall mounted battery 25.6V 100Ah,28030,,28870.9,18,18,85078000,,12,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Rack Wall Lithium Battery,ES25.6-100LP,,,,off grid,,"{""capacity_ah"": 100, ""voltage_v"": 25.6, ""chemistry"": ""Lithium"", ""mounting"": ""Wall"", ""rack_fitted"": ""false""}",
Eastman Wall Mounted Lithium Battery ES51.2-100LP 51.2V 100Ah,EAS-BAT-ES512-100LP,Eastman,Rack / Wall Battery,goods,Eastman lithium wall mounted battery 51.2V 100Ah,44970,,46319.1,18,18,85078000,,12,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Rack Wall Lithium Battery,ES51.2-100LP,,,,off grid,,"{""capacity_ah"": 100, ""voltage_v"": 51.2, ""chemistry"": ""Lithium"", ""mounting"": ""Wall"", ""rack_fitted"": ""false""}",
Eastman Rack Fitted Lithium Battery ES51.2-100BS 51.2V 100Ah,EAS-BAT-ES512-100BS,Eastman,Rack / Wall Battery,goods,Eastman lithium rack fitted battery 51.2V 100Ah,44000,,45320,18,18,85078000,,12,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Rack Wall Lithium Battery,ES51.2-100BS,,,,off grid,,"{""capacity_ah"": 100, ""voltage_v"": 51.2, ""chemistry"": ""Lithium"", ""mounting"": ""Rack"", ""rack_fitted"": ""true""}",
Eastman Lithium-Ion Solar Battery EM-LIB-160 12.8V 100Ah,EAS-BAT-LIB-160,Eastman,Solar Battery - Lithium,goods,Eastman lithium-ion solar battery 12.8V 100Ah,14550,,14986.5,18,5,85078000,,12,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Lithium-Ion Solar Battery,EM-LIB-160 Solar,,,,off grid,,"{""capacity_ah"": 100, ""voltage_v"": 12.8, ""chemistry"": ""Lithium-Ion"", ""variant"": ""Solar""}",
Eastman Lithium-Ion Solar Battery EM-LIB-240 25.6V 150Ah,EAS-BAT-LIB-240,Eastman,Solar Battery - Lithium,goods,Eastman lithium-ion solar battery 25.6V 150Ah,23130,,23823.9,18,5,85078000,,12,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Lithium-Ion Solar Battery,EM-LIB-240 Solar,,,,off grid,,"{""capacity_ah"": 150, ""voltage_v"": 25.6, ""chemistry"": ""Lithium-Ion"", ""variant"": ""Solar""}",
Eastman Lithium-Ion Solar Battery EM-LIB-320 12.8V 100Ah,EAS-BAT-LIB-320,Eastman,Solar Battery - Lithium,goods,Eastman lithium-ion solar battery 12.8V 100Ah,28100,,28943,18,5,85078000,,12,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Lithium-Ion Solar Battery,EM-LIB-320 Solar,,,,off grid,,"{""capacity_ah"": 100, ""voltage_v"": 12.8, ""chemistry"": ""Lithium-Ion"", ""variant"": ""Solar""}",
Eastman Lithium-Ion Solar Battery EM-LIB-480 25.6V 150Ah,EAS-BAT-LIB-480,Eastman,Solar Battery - Lithium,goods,Eastman lithium-ion solar battery 25.6V 150Ah,42050,,43311.5,18,5,85078000,,12,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Lithium-Ion Solar Battery,EM-LIB-480 Solar,,,,off grid,,"{""capacity_ah"": 150, ""voltage_v"": 25.6, ""chemistry"": ""Lithium-Ion"", ""variant"": ""Solar""}",
Eastman EM Hybrid Inverter 3KW 1Ph Optigrid,EAS-HYB-1P-3KW,Eastman,Hybrid Inverter,goods,Eastman Optigrid hybrid solar inverter 3KW 1P 48V lithium-ion compatible,64540,,66476.2,15,5,85044090,,10,1,pcs,1,10 Years,active,Apr-26-v1,Eastman Hybrid Inverters,EM Hybrid Inverter 3KW-1P:1M-Optigrid,,,,hybrid,,"{""capacity_kw"": 3, ""voltage_v"": 48, ""phase"": ""1P""}",
Eastman EM Hybrid Inverter 5KW 1Ph Optigrid,EAS-HYB-1P-5KW,Eastman,Hybrid Inverter,goods,Eastman Optigrid hybrid solar inverter 5KW 1P 48V lithium-ion compatible,75740,,78012.2,15,5,85044090,,10,1,pcs,1,10 Years,active,Apr-26-v1,Eastman Hybrid Inverters,EM Hybrid Inverter 5KW-1P:1M-Optigrid,,,,hybrid,,"{""capacity_kw"": 5, ""voltage_v"": 48, ""phase"": ""1P""}",
Eastman EM Hybrid Inverter 10KW 3Ph Optigrid,EAS-HYB-3P-10KW,Eastman,Hybrid Inverter,goods,Eastman Optigrid hybrid solar inverter 10KW 3P 48V lithium-ion compatible,157600,,162328,15,5,85044090,,10,1,pcs,1,10 Years,active,Apr-26-v1,Eastman Hybrid Inverters,EM Hybrid Inverter 10KW-3P:2M-Optigrid,,,,hybrid,,"{""capacity_kw"": 10, ""voltage_v"": 48, ""phase"": ""3P""}",
Eastman Solar Panel EMP50W 50WP Mono Perc,EAS-PAN-EMP50W,Eastman,Solar Panel / PV Module,goods,50WP 12V Mono Perc solar panel,1360,,1400.8,12,5,85414300,,8,10,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules,EMP50W,,,,off grid,,"{""wattage_w"": 50, ""voltage_dc_v"": 12, ""cell_type"": ""Mono Perc""}",
Eastman Solar Panel EMP125W 125WP Mono Perc,EAS-PAN-EMP125W,Eastman,Solar Panel / PV Module,goods,125WP 12V Mono Perc solar panel,2760,,2842.8,12,5,85414300,,8,10,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules,EMP125W,,,,off grid,,"{""wattage_w"": 125, ""voltage_dc_v"": 12, ""cell_type"": ""Mono Perc""}",
Eastman Solar Panel EMP210W 210WP Mono Perc,EAS-PAN-EMP210W,Eastman,Solar Panel / PV Module,goods,210WP 12V Mono Perc solar panel,4100,,4223,12,5,85414300,,8,10,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules,EMP210W,,,,off grid,,"{""wattage_w"": 210, ""voltage_dc_v"": 12, ""cell_type"": ""Mono Perc""}",
Eastman Solar Panel EBP550W Non-DCR 550WP Bi-Facial,EAS-PAN-EBP550W-NDCR,Eastman,Solar Panel / PV Module,goods,550WP 24V Mono Perc Bi-Facial non-DCR solar panel,8440,,8693.2,12,5,85414300,,8,10,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules,EBP550W-Non DCR,,,,off grid,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial""}",
Eastman Solar Panel G2G1770-HAD 590WP Topcon Non-DCR,EAS-PAN-G2G590W-NDCR,Eastman,Solar Panel / PV Module,goods,590WP 24V Topcon G2G non-DCR solar panel,8730,,8991.9,12,5,85414300,,8,10,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules,G2G1770-HAD (590W-Non DCR),,,,off grid,,"{""wattage_w"": 590, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G""}",
Eastman Solar Panel EBP500W-DCR 500WP Bi-Facial,EAS-PAN-EBP500W-DCR,Eastman,Solar Panel / PV Module,goods,500WP 24V Mono Perc Bi-Facial DCR ALMM approved solar panel,11920,,12277.6,12,5,85414300,,8,10,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules,EBP500W-DCR,TRUE,TRUE,,on Grid,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial""}",
Eastman Solar Panel EBP550W-DCR 550WP Bi-Facial,EAS-PAN-EBP550W-DCR,Eastman,Solar Panel / PV Module,goods,550WP 24V Mono Perc Bi-Facial DCR ALMM approved solar panel,12580,,12957.4,12,5,85414300,,8,10,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules,EBP550W-DCR,TRUE,TRUE,,on Grid,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial""}",
Eastman Solar Panel ETC Topcon 580W DCR,EAS-PAN-ETC580W-DCR,Eastman,Solar Panel / PV Module,goods,580WP 24V Topcon G2G DCR ALMM approved solar panel,14370,,14801.1,12,5,85414300,,8,10,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules,ETC TOPCON 580W DCR,TRUE,TRUE,,on Grid,,"{""wattage_w"": 580, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G""}",
Eastman Solar Panel ETC Topcon 560W DCR,EAS-PAN-ETC560W-DCR,Eastman,Solar Panel / PV Module,goods,560WP 24V Topcon G2G DCR ALMM approved solar panel,13820,,14234.6,12,5,85414300,,8,10,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules,ETC TOPCON 560W DCR,TRUE,TRUE,,on Grid,,"{""wattage_w"": 560, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G""}",
Solar BOS Kit(Eco) GTI 1P,EAS-BOS-ECO-GTI1P,Eastman,Solar BOS Kit,goods,"Complete Balance of System (BOS) kit for single phase grid-tie solar installation. Includes AC/DC switchgear, cables, earthing, connectors and hardware.",10450,,10763.5,20,18,85044090,,15,2,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories AC SIDE,EAS-BOS-ACC-ACSIDE,Eastman,Solar BOS Kit,goods,"Solar ACDB single phase, IP, box size 175x118",,,,0,18,85044090,,15,1,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories DC SIDE,EAS-BOS-ACC-DCSIDE,Eastman,Solar BOS Kit,goods,"Solar DCDB DC fuse, MCB, box size 175x118",,,,0,18,85044090,,15,1,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories DC CABLE,EAS-BOS-ACC-DCCABLE,Eastman,Solar BOS Kit,goods,"DC wire 1C x 4MM, UV resistant, black & red",,,,0,18,85044090,,15,30,mtr,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories AC CABLE,EAS-BOS-ACC-ACCABLE,Eastman,Solar BOS Kit,goods,"2C x 6 sq.mm aluminum, 1100V XLPE, ATR 2 core x 6 sqmm, A2XWY, IS 7098",,,,0,18,85044090,,15,30,mtr,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories EARTHING CABLE,EAS-BOS-ACC-EARTHCBL,Eastman,Solar BOS Kit,goods,"1C x 2.5 sq.mm single core, FR green",,,,0,18,85044090,,15,30,mtr,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories MC4 CONNECTOR,EAS-BOS-ACC-MC4CON,Eastman,Solar BOS Kit,goods,MC4 connectors 1000V DC,,,,0,18,85044090,,15,4,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories LIGHTNING ARRESTER,EAS-BOS-ACC-LTGARR,Eastman,Solar BOS Kit,goods,"Conventional type LA 1 meter, 1.15 kg, rod dia 13mm x 1000mm, welded 5 spike",,,,0,18,85044090,,15,1,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories EARTHING ROD,EAS-BOS-ACC-EARTHROD,Eastman,Solar BOS Kit,goods,"Copper bounded earthing rod, 1.25 kg, rod dia 13mm x 1000mm, copper bonded",,,,0,18,85044090,,15,3,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories CHEMICAL BAGS,EAS-BOS-ACC-CHEMBAG,Eastman,Solar BOS Kit,goods,Chemical bags bentonite,,,,0,18,85044090,,15,24,kg,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories EARTH PIT COVER,EAS-BOS-ACC-EPPCOVER,Eastman,Solar BOS Kit,goods,Earth pit cover heavy-duty 125 grm OD 158 ID 140 thickness 20mm green; bucket 500 grm height 240mm,,,,0,18,85044090,,15,3,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories CABLE TIES,EAS-BOS-ACC-CABLETIE,Eastman,Solar BOS Kit,goods,"Nylon UV-resistant cable ties (50 nos), dis 3, 82mm, CV-300, 300 x 6.8mm",,,,0,18,85044090,,15,100,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories ELECTRIC TAPE,EAS-BOS-ACC-ELETAPE,Eastman,Solar BOS Kit,goods,"Insulation tape weatherproof, 5 colour, 6.5 mtr",,,,0,18,85044090,,15,5,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories PU FOAM,EAS-BOS-ACC-PUFOAM,Eastman,Solar BOS Kit,goods,"PU foam, waterproof sealing, 750 ml",,,,0,18,85044090,,15,1,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories PVC GITTI,EAS-BOS-ACC-PVCGITTI,Eastman,Solar BOS Kit,goods,"PVC gitti, fastener for conduit",,,,0,18,85044090,,15,50,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories GI SCREW,EAS-BOS-ACC-GISCREW,Eastman,Solar BOS Kit,goods,"GI screw, galvanized screw, 35mm",,,,0,18,85044090,,15,50,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories PVC CLIP,EAS-BOS-ACC-PVCCLIP,Eastman,Solar BOS Kit,goods,"PVC clip, 1""",,,,0,18,85044090,,15,24,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories DANGER BOARD,EAS-BOS-ACC-DANGERBD,Eastman,Solar BOS Kit,goods,"Danger board, electrical hazard, 0.5mm x 150x200mm, two holes, powder coated",,,,0,18,85044090,,15,1,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories HARDWARE,EAS-BOS-ACC-HARDWARE,Eastman,Solar BOS Kit,goods,SS M6 x 25mm nut bolt with washer,,,,0,18,85044090,,15,3,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories LUGS - ALUM PIN,EAS-BOS-ACC-LUG-APIN,Eastman,Solar BOS Kit,goods,Aluminum pin terminal lug 6SQ,,,,0,18,85044090,,15,10,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories LUGS - CU RING,EAS-BOS-ACC-LUG-CRING,Eastman,Solar BOS Kit,goods,Copper ring terminal lug 6SQ,,,,0,18,85044090,,15,10,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Solar BOS Kit(Eco) Accessories LUGS - CU PIN,EAS-BOS-ACC-LUG-CPIN,Eastman,Solar BOS Kit,goods,Copper pin terminal lug 6SQ,,,,0,18,85044090,,15,15,pcs,1,,active,Apr-26-v1,Eastman Solar BOS Kit Accessories,,,,,off grid,,{},
Eastman Solar Pro PCU 850VA 12V,EAS-PCU-SW-PRO850,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 850VA 12V with 1100W panel support. Lithium-ION battery compatible.,4170,,4295.1,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Pro PCU,Pro 850,,,,off grid,,"{""capacity_va"": 850, ""dc_voltage_v"": 12, ""panel_support_w"": 1100}",
Eastman Solar Pro PCU 1000VA 12V,EAS-PCU-SW-PRO1000,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 1000VA 12V with 1300W panel support. Lithium-ION battery compatible.,4950,,5098.5,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Pro PCU,Pro 1000,,,,off grid,,"{""capacity_va"": 1000, ""dc_voltage_v"": 12, ""panel_support_w"": 1300}",
Eastman Solar Pro PCU 1400VA 12V,EAS-PCU-SW-PRO1400,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 1400VA 12V with 1400W panel support. Lithium-ION battery compatible.,5630,,5798.9,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Pro PCU,Pro 1400,,,,off grid,,"{""capacity_va"": 1400, ""dc_voltage_v"": 12, ""panel_support_w"": 1400}",
Eastman Solar Pro PCU 2000VA 12V,EAS-PCU-SW-PRO2000,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 2000VA 12V with 2600W panel support. Lithium-ION battery compatible.,7810,,8044.3,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Pro PCU,Pro 2000,,,,off grid,,"{""capacity_va"": 2000, ""dc_voltage_v"": 12, ""panel_support_w"": 2600}",
